inventory_id,product_id,warehouse_id,inventory_date,opening_stock,received_quantity,sold_quantity,closing_stock,damaged_quantity
57120,P0208,W15,2025-10-31,638,60,14,684,0
57121,P0209,W01,2025-10-31,876,328,26,4414,5
57122,P0209,W02,2025-10-31,1447,128,44,1530,1
57123,P0209,W03,2025-10-31,617,483,0,1084,16
57124,P0209,W04,2025-10-31,715,238,0,951,2
57125,P0209,W05,2025-10-31,1005,483,62,1421,5
57126,P0209,W06,2025-10-31,1272,635,70,1826,11
57127,P0209,W07,2025-10-31,1087,437,3,1507,14
57128,P0209,W08,2025-10-31,1141,92,62,1168,3
57129,P0209,W09,2025-10-31,721,314,35,998,2
57130,P0209,W10,2025-10-31,799,441,20,1215,5
57131,P0209,W11,2025-10-31,533,0,0,533,0
57132,P0209,W12,2025-10-31,848,310,28,1122,8
57133,P0209,W13,2025-10-31,1089,288,32,1341,4
57134,P0209,W14,2025-10-31,777,200,20,951,6
57135,P0209,W15,2025-10-31,1130,335,18,0,6
57136,P0210,W01,2025-10-31,205,73,5,272,1
57137,P0210,W02,2025-10-31,203,36,4,235,0
57138,P0210,W03,2025-10-31,141,21,7,155,0
57139,P0210,W04,2025-10-31,83,39,4,116,2
57140,P0210,W05,2025-10-31,161,71,1,230,1
57141,P0210,W06,2025-10-31,142,63,6,199,0
57142,P0210,W07,2025-10-31,61,98,7,0,2
57143,P0210,W08,2025-10-31,106,0,14,92,0
57144,P0210,W09,2025-10-31,160,25,11,174,0
57145,P0210,W10,2025-10-31,99,71,5,164,1
57146,P0210,W11,2025-10-31,123,40,10,151,2
57147,P0210,W12,2025-10-31,237,0,4,233,0
57148,P0210,W13,2025-10-31,142,91,0,232,1
57149,P0210,W14,2025-10-31,176,31,6,201,0
57150,P0210,W15,2025-10-31,125,60,4,180,1
57151,P0211,W01,2025-10-31,439,123,0,560,2
57152,P0211,W02,2025-10-31,293,190,11,464,8
57153,P0211,W03,2025-10-31,375,80,34,1731,3
57154,P0211,W04,2025-10-31,204,233,1,433,3
57155,P0211,W05,2025-10-31,334,202,15,517,4
57156,P0211,W06,2025-10-31,667,72,6,731,2
57157,P0211,W07,2025-10-31,459,225,14,667,3
57158,P0211,W08,2025-10-31,585,226,3,800,8
57159,P0211,W09,2025-10-31,417,66,0,483,0
57160,P0211,W10,2025-10-31,359,188,16,527,4
57161,P0211,W11,2025-10-31,242,63,30,275,0
57162,P0211,W12,2025-10-31,499,151,23,623,4
57163,P0211,W13,2025-10-31,614,136,0,747,3
57164,P0211,W14,2025-10-31,292,234,0,526,0
57165,P0211,W15,2025-10-31,461,195,0,649,7
57166,P0212,W01,2025-10-31,768,553,23,1283,15
57167,P0212,W02,2025-10-31,228,147,46,326,3
57168,P0212,W03,2025-10-31,1243,263,5,1496,5
57169,P0212,W04,2025-10-31,1261,489,33,1711,6
57170,P0212,W05,2025-10-31,1251,251,57,1435,10
57171,P0212,W06,2025-10-31,1377,582,52,1896,11
57172,P0212,W07,2025-10-31,840,346,0,1177,9
57173,P0212,W08,2025-10-31,1010,651,44,1612,5
57174,P0212,W09,2025-10-31,1143,446,54,1530,5
57175,P0212,W10,2025-10-31,451,707,26,1122,10
57176,P0212,W11,2025-10-31,1019,64,0,1083,0
57177,P0212,W12,2025-10-31,426,527,50,895,8
57178,P0212,W13,2025-10-31,489,600,7,1077,5
57179,P0212,W14,2025-10-31,1005,40,34,1010,1
57180,P0212,W15,2025-10-31,648,348,0,994,2
57181,P0213,W01,2025-10-31,758,620,57,1308,13
57182,P0213,W02,2025-10-31,628,509,61,1068,8
57183,P0213,W03,2025-10-31,743,528,0,1264,7
57184,P0213,W04,2025-10-31,1215,712,8,1902,17
57185,P0213,W05,2025-10-31,1181,416,4,1586,7
57186,P0213,W06,2025-10-31,635,374,0,1009,0
57187,P0213,W07,2025-10-31,620,513,0,1118,15
57188,P0213,W08,2025-10-31,558,427,97,876,12
57189,P0213,W09,2025-10-31,1200,548,57,1679,12
57190,P0213,W10,2025-10-31,612,500,0,1098,14
57191,P0213,W11,2025-10-31,964,171,55,1077,3
57192,P0213,W12,2025-10-31,1493,349,47,1785,10
57193,P0213,W13,2025-10-31,910,532,49,1380,13
57194,P0213,W14,2025-10-31,907,307,39,1169,6
57195,P0213,W15,2025-10-31,808,454,74,1185,3
57196,P0214,W01,2025-10-31,530,423,0,943,10
57197,P0214,W02,2025-10-31,228,602,53,770,7
57198,P0214,W03,2025-10-31,994,202,37,1156,3
57199,P0214,W04,2025-10-31,360,283,0,640,3
57200,P0214,W05,2025-10-31,605,111,43,671,2
57201,P0214,W06,2025-10-31,857,163,3,1016,1
57202,P0214,W07,2025-10-31,865,337,34,1164,4
57203,P0214,W08,2025-10-31,694,274,35,931,2
57204,P0214,W09,2025-10-31,606,355,30,922,9
57205,P0214,W10,2025-10-31,581,368,25,908,16
57206,P0214,W11,2025-10-31,721,260,62,916,3
57207,P0214,W12,2025-10-31,635,431,19,1044,3
57208,P0214,W13,2025-10-31,714,318,0,1029,3
57209,P0214,W14,2025-10-31,290,353,0,0,4
57210,P0214,W15,2025-10-31,785,449,39,1183,12
57211,P0215,W01,2025-10-31,376,205,0,579,2
57212,P0215,W02,2025-10-31,429,239,27,636,5
57213,P0215,W03,2025-10-31,177,239,23,387,6
57214,P0215,W04,2025-10-31,595,200,25,770,0
57215,P0215,W05,2025-10-31,627,282,0,902,7
57216,P0215,W06,2025-10-31,662,235,0,896,1
57217,P0215,W07,2025-10-31,353,114,0,463,4
57218,P0215,W08,2025-10-31,523,121,25,618,1
57219,P0215,W09,2025-10-31,507,189,26,666,4
57220,P0215,W10,2025-10-31,607,198,0,805,0
57221,P0215,W11,2025-10-31,354,37,0,390,1
57222,P0215,W12,2025-10-31,396,102,0,495,3
57223,P0215,W13,2025-10-31,461,391,0,842,10
57224,P0215,W14,2025-10-31,443,74,0,512,5
57225,P0215,W15,2025-10-31,664,125,8,777,4
57226,P0216,W01,2025-10-31,352,95,0,441,6
57227,P0216,W02,2025-10-31,568,180,0,745,3
57228,P0216,W03,2025-10-31,1036,193,19,1206,4
57229,P0216,W04,2025-10-31,648,282,2,924,4
57230,P0216,W05,2025-10-31,813,343,16,1138,2
57231,P0216,W06,2025-10-31,254,42,0,294,2
57232,P0216,W07,2025-10-31,609,485,26,1059,9
57233,P0216,W08,2025-10-31,717,156,18,848,7
57234,P0216,W09,2025-10-31,319,366,18,663,4
57235,P0216,W10,2025-10-31,411,215,55,568,3
57236,P0216,W11,2025-10-31,584,341,43,868,14
57237,P0216,W12,2025-10-31,214,486,18,677,5
57238,P0216,W13,2025-10-31,342,252,13,580,1
57239,P0216,W14,2025-10-31,718,405,0,1119,4
57240,P0216,W15,2025-10-31,445,255,0,695,5
57241,P0217,W01,2025-10-31,327,74,0,399,2
57242,P0217,W02,2025-10-31,267,14,19,262,0
57243,P0217,W03,2025-10-31,146,43,15,172,2
57244,P0217,W04,2025-10-31,83,78,2,157,2
57245,P0217,W05,2025-10-31,259,116,0,0,0
57246,P0217,W06,2025-10-31,322,103,19,406,0
57247,P0217,W07,2025-10-31,315,152,0,464,3
57248,P0217,W08,2025-10-31,319,128,10,435,2
57249,P0217,W09,2025-10-31,180,0,12,168,0
57250,P0217,W10,2025-10-31,283,103,0,384,2
57251,P0217,W11,2025-10-31,135,102,0,235,2
57252,P0217,W12,2025-10-31,344,35,0,377,2
57253,P0217,W13,2025-10-31,292,103,8,385,2
57254,P0217,W14,2025-10-31,159,180,0,334,5
57255,P0217,W15,2025-10-31,104,116,0,219,1
57256,P0218,W01,2025-10-31,614,385,20,974,5
57257,P0218,W02,2025-10-31,514,299,1,803,9
57258,P0218,W03,2025-10-31,339,229,26,542,0
57259,P0218,W04,2025-10-31,648,219,0,862,5
57260,P0218,W05,2025-10-31,557,402,17,933,9
57261,P0218,W06,2025-10-31,525,2,12,514,1
57262,P0218,W07,2025-10-31,390,126,34,2222,6
57263,P0218,W08,2025-10-31,605,231,36,794,6
57264,P0218,W09,2025-10-31,373,315,20,663,5
57265,P0218,W10,2025-10-31,315,314,20,607,2
57266,P0218,W11,2025-10-31,174,412,20,553,13
57267,P0218,W12,2025-10-31,812,196,9,996,3
57268,P0218,W13,2025-10-31,491,110,8,0,2
57269,P0218,W14,2025-10-31,952,137,4,1083,2
57270,P0218,W15,2025-10-31,407,247,15,631,8
57271,P0219,W01,2025-10-31,211,0,0,211,0
57272,P0219,W02,2025-10-31,521,214,9,726,0
57273,P0219,W03,2025-10-31,392,59,45,403,3
57274,P0219,W04,2025-10-31,260,224,6,477,1
57275,P0219,W05,2025-10-31,479,110,2,586,1
57276,P0219,W06,2025-10-31,552,105,0,655,2
57277,P0219,W07,2025-10-31,577,152,0,724,5
57278,P0219,W08,2025-10-31,316,96,35,376,1
57279,P0219,W09,2025-10-31,468,82,33,1752,1
57280,P0219,W10,2025-10-31,381,20,28,371,2
57281,P0219,W11,2025-10-31,410,56,13,0,0
57282,P0219,W12,2025-10-31,222,155,28,343,6
57283,P0219,W13,2025-10-31,205,160,8,350,7
57284,P0219,W14,2025-10-31,408,291,20,673,6
57285,P0219,W15,2025-10-31,550,153,12,687,4
57286,P0220,W01,2025-10-31,373,221,0,591,3
57287,P0220,W02,2025-10-31,410,98,24,482,2
57288,P0220,W03,2025-10-31,492,92,5,575,4
57289,P0220,W04,2025-10-31,440,151,10,578,3
57290,P0220,W05,2025-10-31,259,150,15,391,3
57291,P0220,W06,2025-10-31,274,152,1,423,2
57292,P0220,W07,2025-10-31,322,160,0,480,2
57293,P0220,W08,2025-10-31,216,66,2,0,2
57294,P0220,W09,2025-10-31,316,101,16,400,1
57295,P0220,W10,2025-10-31,266,197,20,433,10
57296,P0220,W11,2025-10-31,258,140,0,0,5
57297,P0220,W12,2025-10-31,453,189,0,641,1
57298,P0220,W13,2025-10-31,430,149,0,578,1
57299,P0220,W14,2025-10-31,403,121,6,1714,1
57300,P0220,W15,2025-10-31,281,181,0,458,4
57301,P0221,W01,2025-10-31,604,293,0,890,7
57302,P0221,W02,2025-10-31,354,159,8,503,2
57303,P0221,W03,2025-10-31,586,55,0,639,2
57304,P0221,W04,2025-10-31,877,220,37,1057,3
57305,P0221,W05,2025-10-31,792,327,18,1098,3
57306,P0221,W06,2025-10-31,678,0,27,651,0
57307,P0221,W07,2025-10-31,846,404,45,1204,1
57308,P0221,W08,2025-10-31,399,188,0,583,4
57309,P0221,W09,2025-10-31,1149,411,4,1552,4
57310,P0221,W10,2025-10-31,786,52,16,821,1
57311,P0221,W11,2025-10-31,988,162,0,1146,4
57312,P0221,W12,2025-10-31,432,73,19,485,1
57313,P0221,W13,2025-10-31,781,304,53,1031,1
57314,P0221,W14,2025-10-31,410,365,30,742,3
57315,P0221,W15,2025-10-31,290,197,25,459,3
57316,P0222,W01,2025-10-31,198,75,9,262,2
57317,P0222,W02,2025-10-31,405,109,0,514,0
57318,P0222,W03,2025-10-31,194,31,8,216,1
57319,P0222,W04,2025-10-31,257,103,0,360,0
57320,P0222,W05,2025-10-31,279,156,3,430,2
57321,P0222,W06,2025-10-31,108,72,18,161,1
57322,P0222,W07,2025-10-31,324,128,18,433,1
57323,P0222,W08,2025-10-31,457,116,2,569,2
57324,P0222,W09,2025-10-31,351,128,0,479,0
57325,P0222,W10,2025-10-31,258,139,2,393,2
57326,P0222,W11,2025-10-31,143,69,1,210,1
57327,P0222,W12,2025-10-31,297,116,9,403,1
57328,P0222,W13,2025-10-31,263,115,0,376,2
57329,P0222,W14,2025-10-31,266,133,23,373,3
57330,P0222,W15,2025-10-31,109,83,6,185,1
57331,P0223,W01,2025-10-31,71,45,1,114,1
57332,P0223,W02,2025-10-31,47,4,2,49,0
57333,P0223,W03,2025-10-31,77,29,1,0,0
57334,P0223,W04,2025-10-31,78,22,4,95,1
57335,P0223,W05,2025-10-31,35,9,1,43,0
57336,P0223,W06,2025-10-31,61,17,3,75,0
57337,P0223,W07,2025-10-31,40,24,1,62,1
57338,P0223,W08,2025-10-31,22,19,1,40,0
57339,P0223,W09,2025-10-31,49,20,2,66,1
57340,P0223,W10,2025-10-31,41,11,1,51,0
57341,P0223,W11,2025-10-31,50,17,1,66,0
57342,P0223,W12,2025-10-31,98,21,0,119,0
57343,P0223,W13,2025-10-31,57,31,4,235,0
57344,P0223,W14,2025-10-31,54,13,2,65,0
57345,P0223,W15,2025-10-31,63,22,0,84,1
57346,P0224,W01,2025-10-31,563,566,14,1102,13
57347,P0224,W02,2025-10-31,1189,3,74,1118,0
57348,P0224,W03,2025-10-31,1358,314,20,1646,6
57349,P0224,W04,2025-10-31,969,597,12,1550,4
57350,P0224,W05,2025-10-31,448,645,0,1084,9
57351,P0224,W06,2025-10-31,1141,327,68,1394,6
57352,P0224,W07,2025-10-31,911,368,64,1209,6
57353,P0224,W08,2025-10-31,564,336,27,870,3
57354,P0224,W09,2025-10-31,996,386,33,1346,3
57355,P0224,W10,2025-10-31,236,477,37,670,6
57356,P0224,W11,2025-10-31,679,291,0,968,2
57357,P0224,W12,2025-10-31,1452,325,0,1773,4
57358,P0224,W13,2025-10-31,1086,376,19,1437,6
57359,P0224,W14,2025-10-31,1183,274,0,1453,4
57360,P0224,W15,2025-10-31,291,152,0,443,0
57361,P0225,W01,2025-10-31,457,31,1,487,0
57362,P0225,W02,2025-10-31,369,177,17,524,5
57363,P0225,W03,2025-10-31,280,76,24,330,2
57364,P0225,W04,2025-10-31,347,54,43,357,1
57365,P0225,W05,2025-10-31,426,102,0,526,2
57366,P0225,W06,2025-10-31,537,223,20,738,2
57367,P0225,W07,2025-10-31,623,288,21,0,3
57368,P0225,W08,2025-10-31,611,233,22,819,3
57369,P0225,W09,2025-10-31,473,84,12,545,0
57370,P0225,W10,2025-10-31,258,69,25,301,1
57371,P0225,W11,2025-10-31,964,158,22,1098,2
57372,P0225,W12,2025-10-31,295,69,4,359,1
57373,P0225,W13,2025-10-31,289,156,15,428,2
57374,P0225,W14,2025-10-31,365,224,28,558,3
57375,P0225,W15,2025-10-31,556,272,11,815,2
57376,P0226,W01,2025-10-31,217,186,19,379,5
57377,P0226,W02,2025-10-31,421,201,15,601,6
57378,P0226,W03,2025-10-31,273,136,12,395,2
57379,P0226,W04,2025-10-31,341,77,0,418,0
57380,P0226,W05,2025-10-31,238,46,14,269,1
57381,P0226,W06,2025-10-31,278,56,13,321,0
57382,P0226,W07,2025-10-31,550,56,8,596,2
57383,P0226,W08,2025-10-31,163,157,0,318,2
57384,P0226,W09,2025-10-31,462,205,15,652,0
57385,P0226,W10,2025-10-31,340,185,2,519,4
57386,P0226,W11,2025-10-31,368,145,6,505,2
57387,P0226,W12,2025-10-31,259,180,0,436,3
57388,P0226,W13,2025-10-31,307,186,0,491,2
57389,P0226,W14,2025-10-31,196,69,20,245,0
57390,P0226,W15,2025-10-31,418,100,10,508,0
57391,P0227,W01,2025-10-31,766,384,6,1138,6
57392,P0227,W02,2025-10-31,934,222,16,1137,3
57393,P0227,W03,2025-10-31,922,576,57,1435,6
57394,P0227,W04,2025-10-31,1012,211,15,1206,2
57395,P0227,W05,2025-10-31,708,0,0,708,0
57396,P0227,W06,2025-10-31,456,0,51,405,0
57397,P0227,W07,2025-10-31,348,268,0,616,0
57398,P0227,W08,2025-10-31,682,94,10,762,4
57399,P0227,W09,2025-10-31,743,121,0,862,2
57400,P0227,W10,2025-10-31,412,281,0,687,6
57401,P0227,W11,2025-10-31,860,316,0,1167,9
57402,P0227,W12,2025-10-31,846,168,6,1006,2
57403,P0227,W13,2025-10-31,485,69,0,554,0
57404,P0227,W14,2025-10-31,844,44,20,1969,1
57405,P0227,W15,2025-10-31,320,329,23,622,4
57406,P0228,W01,2025-10-31,1184,493,21,1652,4
57407,P0228,W02,2025-10-31,946,533,45,1419,15
57408,P0228,W03,2025-10-31,1061,414,0,1464,11
57409,P0228,W04,2025-10-31,906,352,22,1232,4
57410,P0228,W05,2025-10-31,1349,371,0,1707,13
57411,P0228,W06,2025-10-31,1042,587,0,1617,12
57412,P0228,W07,2025-10-31,643,364,42,956,9
57413,P0228,W08,2025-10-31,428,619,30,1000,17
57414,P0228,W09,2025-10-31,882,271,12,1135,6
57415,P0228,W10,2025-10-31,1479,784,42,2776,9
57416,P0228,W11,2025-10-31,1020,537,41,1500,16
57417,P0228,W12,2025-10-31,495,475,27,941,2
57418,P0228,W13,2025-10-31,765,343,81,1025,2
57419,P0228,W14,2025-10-31,927,422,40,1303,6
57420,P0228,W15,2025-10-31,320,199,73,441,5
57421,P0229,W01,2025-10-31,555,253,4,798,6
57422,P0229,W02,2025-10-31,1114,411,28,1492,5
57423,P0229,W03,2025-10-31,329,672,11,2393,18
57424,P0229,W04,2025-10-31,1152,355,74,1430,3
57425,P0229,W05,2025-10-31,367,396,0,760,3
57426,P0229,W06,2025-10-31,944,347,39,1241,11
57427,P0229,W07,2025-10-31,653,355,35,963,10
57428,P0229,W08,2025-10-31,924,137,0,1060,1
57429,P0229,W09,2025-10-31,861,223,0,1081,3
57430,P0229,W10,2025-10-31,418,348,4,755,7
57431,P0229,W11,2025-10-31,947,117,0,1062,2
57432,P0229,W12,2025-10-31,1029,219,3,1240,5
57433,P0229,W13,2025-10-31,826,385,24,1179,8
57434,P0229,W14,2025-10-31,1099,424,29,1491,3
57435,P0229,W15,2025-10-31,824,380,17,1183,4
57436,P0230,W01,2025-10-31,85,61,0,145,1
57437,P0230,W02,2025-10-31,179,33,5,207,0
57438,P0230,W03,2025-10-31,194,55,0,249,0
57439,P0230,W04,2025-10-31,127,124,7,391,3
57440,P0230,W05,2025-10-31,137,41,3,175,0
57441,P0230,W06,2025-10-31,188,21,11,198,0
57442,P0230,W07,2025-10-31,63,92,8,145,2
57443,P0230,W08,2025-10-31,162,78,6,229,5
57444,P0230,W09,2025-10-31,88,23,0,111,0
57445,P0230,W10,2025-10-31,104,31,4,131,0
57446,P0230,W11,2025-10-31,130,66,0,195,1
57447,P0230,W12,2025-10-31,94,88,0,178,4
57448,P0230,W13,2025-10-31,109,51,4,154,2
57449,P0230,W14,2025-10-31,183,35,1,217,0
57450,P0230,W15,2025-10-31,137,50,0,187,0
57451,P0231,W01,2025-10-31,424,236,0,649,11
57452,P0231,W02,2025-10-31,359,57,9,407,0
57453,P0231,W03,2025-10-31,725,160,0,880,5
57454,P0231,W04,2025-10-31,394,312,12,691,3
57455,P0231,W05,2025-10-31,730,154,26,857,1
57456,P0231,W06,2025-10-31,452,195,5,0,4
57457,P0231,W07,2025-10-31,121,202,41,276,6
57458,P0231,W08,2025-10-31,250,262,0,507,5
57459,P0231,W09,2025-10-31,779,237,4,1008,4
57460,P0231,W10,2025-10-31,421,129,25,522,3
57461,P0231,W11,2025-10-31,687,26,33,679,1
57462,P0231,W12,2025-10-31,748,178,17,908,1
57463,P0231,W13,2025-10-31,253,226,21,451,7
57464,P0231,W14,2025-10-31,627,34,23,2702,0
57465,P0231,W15,2025-10-31,595,189,9,774,1
57466,P0232,W01,2025-10-31,454,391,35,801,9
57467,P0232,W02,2025-10-31,752,194,0,940,6
57468,P0232,W03,2025-10-31,352,282,41,588,5
57469,P0232,W04,2025-10-31,457,121,28,548,2
57470,P0232,W05,2025-10-31,605,289,8,883,3
57471,P0232,W06,2025-10-31,653,226,5,868,6
57472,P0232,W07,2025-10-31,464,313,0,768,9
57473,P0232,W08,2025-10-31,564,190,23,728,3
57474,P0232,W09,2025-10-31,300,250,38,504,8
57475,P0232,W10,2025-10-31,484,230,0,0,2
57476,P0232,W11,2025-10-31,469,193,5,653,4
57477,P0232,W12,2025-10-31,580,312,7,878,7
57478,P0232,W13,2025-10-31,325,209,0,531,3
57479,P0232,W14,2025-10-31,594,0,12,582,0
57480,P0232,W15,2025-10-31,534,234,6,760,2
57481,P0233,W01,2025-10-31,910,244,21,1127,6
57482,P0233,W02,2025-10-31,825,288,0,1104,9
57483,P0233,W03,2025-10-31,1170,345,4,1506,5
57484,P0233,W04,2025-10-31,577,536,22,1084,7
57485,P0233,W05,2025-10-31,738,413,0,1140,11
57486,P0233,W06,2025-10-31,1119,195,18,1292,4
57487,P0233,W07,2025-10-31,1025,378,11,1388,4
57488,P0233,W08,2025-10-31,1240,364,23,1577,4
57489,P0233,W09,2025-10-31,867,309,8,1162,6
57490,P0233,W10,2025-10-31,477,262,34,697,8
57491,P0233,W11,2025-10-31,677,439,0,1106,10
57492,P0233,W12,2025-10-31,981,422,0,1387,16
57493,P0233,W13,2025-10-31,734,407,4,1131,6
57494,P0233,W14,2025-10-31,527,779,12,1283,11
57495,P0233,W15,2025-10-31,997,421,9,1404,5
57496,P0234,W01,2025-10-31,943,116,45,1014,0
57497,P0234,W02,2025-10-31,591,542,57,0,13
57498,P0234,W03,2025-10-31,1160,614,6,1757,11
57499,P0234,W04,2025-10-31,855,309,0,1161,3
57500,P0234,W05,2025-10-31,976,314,0,1287,3
57501,P0234,W06,2025-10-31,1050,472,4,1511,7
57502,P0234,W07,2025-10-31,566,591,29,1125,3
57503,P0234,W08,2025-10-31,1234,539,1,1768,4
57504,P0234,W09,2025-10-31,929,222,19,1128,4
57505,P0234,W10,2025-10-31,1325,443,10,1756,2
57506,P0234,W11,2025-10-31,484,134,40,575,3
57507,P0234,W12,2025-10-31,916,328,26,1205,13
57508,P0234,W13,2025-10-31,784,111,0,894,1
57509,P0234,W14,2025-10-31,422,151,69,502,2
57510,P0234,W15,2025-10-31,1028,448,10,1456,10
57511,P0235,W01,2025-10-31,103,43,4,141,1
57512,P0235,W02,2025-10-31,121,71,6,186,0
57513,P0235,W03,2025-10-31,115,25,0,138,2
57514,P0235,W04,2025-10-31,83,51,11,123,0
57515,P0235,W05,2025-10-31,84,53,4,133,0
57516,P0235,W06,2025-10-31,86,27,6,107,0
57517,P0235,W07,2025-10-31,64,44,4,104,0
57518,P0235,W08,2025-10-31,126,93,6,577,1
57519,P0235,W09,2025-10-31,138,30,2,165,1
57520,P0235,W10,2025-10-31,72,17,12,77,0
57521,P0235,W11,2025-10-31,101,73,0,173,1
57522,P0235,W12,2025-10-31,49,46,7,88,0
57523,P0235,W13,2025-10-31,96,49,0,143,2
57524,P0235,W14,2025-10-31,97,59,3,613,1
57525,P0235,W15,2025-10-31,71,43,4,109,1
57526,P0236,W01,2025-10-31,756,167,0,922,1
57527,P0236,W02,2025-10-31,435,153,23,562,3
57528,P0236,W03,2025-10-31,423,112,14,519,2
57529,P0236,W04,2025-10-31,525,152,19,652,6
57530,P0236,W05,2025-10-31,472,251,32,689,2
57531,P0236,W06,2025-10-31,274,246,19,498,3
57532,P0236,W07,2025-10-31,262,230,0,483,9
57533,P0236,W08,2025-10-31,498,145,12,629,2
57534,P0236,W09,2025-10-31,313,218,10,513,8
57535,P0236,W10,2025-10-31,305,132,7,428,2
57536,P0236,W11,2025-10-31,422,171,17,575,1
57537,P0236,W12,2025-10-31,656,251,30,876,1
57538,P0236,W13,2025-10-31,302,250,23,523,6
57539,P0236,W14,2025-10-31,393,155,24,522,2
57540,P0236,W15,2025-10-31,763,172,14,921,0
57541,P0237,W01,2025-10-31,635,146,27,750,4
57542,P0237,W02,2025-10-31,360,208,22,544,2
57543,P0237,W03,2025-10-31,365,108,20,450,3
57544,P0237,W04,2025-10-31,244,231,0,472,3
57545,P0237,W05,2025-10-31,347,136,15,467,1
57546,P0237,W06,2025-10-31,319,290,10,591,8
57547,P0237,W07,2025-10-31,500,260,27,729,4
57548,P0237,W08,2025-10-31,433,149,5,574,3
57549,P0237,W09,2025-10-31,301,254,11,539,5
57550,P0237,W10,2025-10-31,349,180,12,513,4
57551,P0237,W11,2025-10-31,448,110,1,556,1
57552,P0237,W12,2025-10-31,372,133,0,503,2
57553,P0237,W13,2025-10-31,397,296,28,0,8
57554,P0237,W14,2025-10-31,586,192,31,738,9
57555,P0237,W15,2025-10-31,549,100,18,629,2
57556,P0238,W01,2025-10-31,622,199,8,807,6
57557,P0238,W02,2025-10-31,1099,272,17,1343,11
57558,P0238,W03,2025-10-31,932,146,3,1071,4
57559,P0238,W04,2025-10-31,643,122,31,2764,2
57560,P0238,W05,2025-10-31,874,174,14,1032,2
57561,P0238,W06,2025-10-31,994,457,51,1397,3
57562,P0238,W07,2025-10-31,1124,183,0,1304,3
57563,P0238,W08,2025-10-31,768,273,38,998,5
57564,P0238,W09,2025-10-31,902,197,32,1065,2
57565,P0238,W10,2025-10-31,877,204,16,1062,3
57566,P0238,W11,2025-10-31,797,402,22,1174,3
57567,P0238,W12,2025-10-31,1224,510,21,1706,7
57568,P0238,W13,2025-10-31,650,486,55,1078,3
57569,P0238,W14,2025-10-31,972,0,1,971,0
57570,P0238,W15,2025-10-31,394,175,15,553,1
57571,P0239,W01,2025-10-31,670,288,7,948,3
57572,P0239,W02,2025-10-31,347,222,26,537,6
57573,P0239,W03,2025-10-31,727,294,0,1014,7
57574,P0239,W04,2025-10-31,480,207,42,641,4
57575,P0239,W05,2025-10-31,518,363,31,835,15
57576,P0239,W06,2025-10-31,579,120,23,676,0
57577,P0239,W07,2025-10-31,384,345,39,681,9
57578,P0239,W08,2025-10-31,556,131,33,651,3
57579,P0239,W09,2025-10-31,540,195,7,721,7
57580,P0239,W10,2025-10-31,504,97,20,579,2
57581,P0239,W11,2025-10-31,504,216,4,713,3
57582,P0239,W12,2025-10-31,541,499,18,1015,7
57583,P0239,W13,2025-10-31,282,394,21,654,1
57584,P0239,W14,2025-10-31,545,336,0,877,4
57585,P0239,W15,2025-10-31,702,208,12,894,4
57586,P0240,W01,2025-10-31,517,71,63,0,0
57587,P0240,W02,2025-10-31,537,545,52,1024,6
57588,P0240,W03,2025-10-31,924,366,24,3367,6
57589,P0240,W04,2025-10-31,747,0,20,727,0
57590,P0240,W05,2025-10-31,904,477,49,1331,1
57591,P0240,W06,2025-10-31,588,115,12,688,3
57592,P0240,W07,2025-10-31,314,304,42,570,6
57593,P0240,W08,2025-10-31,665,307,0,969,3
57594,P0240,W09,2025-10-31,872,69,6,935,0
57595,P0240,W10,2025-10-31,597,229,36,786,4
57596,P0240,W11,2025-10-31,880,162,63,978,1
57597,P0240,W12,2025-10-31,604,419,34,979,10
57598,P0240,W13,2025-10-31,538,468,97,900,9
57599,P0240,W14,2025-10-31,1079,504,0,1567,16
57600,P0240,W15,2025-10-31,1158,507,21,1634,10
57601,P0241,W01,2025-10-31,132,0,6,126,0
57602,P0241,W02,2025-10-31,280,64,16,327,1
57603,P0241,W03,2025-10-31,113,89,0,200,2
57604,P0241,W04,2025-10-31,242,155,2,393,2
57605,P0241,W05,2025-10-31,241,70,0,311,0
57606,P0241,W06,2025-10-31,248,19,0,0,0
57607,P0241,W07,2025-10-31,185,91,14,262,0
57608,P0241,W08,2025-10-31,143,52,0,195,0
57609,P0241,W09,2025-10-31,230,5,0,235,0
57610,P0241,W10,2025-10-31,258,117,0,375,0
57611,P0241,W11,2025-10-31,133,67,10,186,4
57612,P0241,W12,2025-10-31,191,40,14,217,0
57613,P0241,W13,2025-10-31,110,134,8,232,4
57614,P0241,W14,2025-10-31,224,158,6,372,4
57615,P0241,W15,2025-10-31,200,9,7,202,0
57616,P0242,W01,2025-10-31,808,439,53,0,3
57617,P0242,W02,2025-10-31,766,133,90,806,3
57618,P0242,W03,2025-10-31,872,82,24,930,0
57619,P0242,W04,2025-10-31,621,556,0,1171,6
57620,P0242,W05,2025-10-31,964,480,67,1367,10
57621,P0242,W06,2025-10-31,813,452,9,1250,6
57622,P0242,W07,2025-10-31,722,351,0,1062,11
57623,P0242,W08,2025-10-31,1346,278,0,1622,2
57624,P0242,W09,2025-10-31,1221,346,65,1487,15
57625,P0242,W10,2025-10-31,1169,230,0,1396,3
57626,P0242,W11,2025-10-31,832,61,0,2507,1
57627,P0242,W12,2025-10-31,715,512,16,1206,5
