order_id,order_date,product_id,warehouse_id,supplier_id,quantity,unit_price,order_status,shipping_method,promised_date,delivery_date
O029475,2025-08-02,P0233,W04,S029,2,250.14,Delivered,Standard,2025-08-10,2025-08-10
O029476,2025-08-02,P0251,W10,S023,4,259.67,Delivered,Express,2025-08-05,2025-08-05
O029477,2025-08-02,P0106,W05,S035,2,165.46,Delivered,Standard,2025-08-06,2025-08-06
O029478,2025-08-02,P0255,W11,S012,4,33.96,Delivered,Standard,2025-08-10,2025-08-09
O029479,2025-08-02,P0139,W05,S031,3,357.39,Returned,Express,2025-08-04,2025-08-03
O029480,2025-08-02,P0378,W10,S012,2,13.5,Delivered,Standard,2025-08-06,2025-08-04
O029481,2025-08-02,P0202,W08,S009,1,252.35,Cancelled,Express,2025-08-05,
O029482,2025-08-02,P0100,W03,S004,4,88.42,Delivered,Standard,2025-08-09,2025-08-08
O029483,2025-08-02,P0079,W08,S016,2,175.06,Delivered,Standard,2025-08-06,2025-08-05
O029484,2025-08-02,P0279,W05,S025,1,25.4,Delivered,Standard,2025-08-07,2025-08-05
O029485,2025-08-02,P0227,W05,S040,4,184.09,Delivered,Standard,2025-08-06,2025-08-06
O029486,2025-08-02,P0027,W04,S004,2,151.89,Delivered,Express,2025-08-05,2025-08-03
O029487,2025-08-02,P0221,W07,S018,1,23.61,Delivered,Standard,2025-08-10,2025-08-08
O029488,2025-08-02,P0085,W11,S006,1,161.69,Delivered,Standard,2025-08-08,2025-08-08
O029489,2025-08-02,P0245,W07,S007,3,18.73,Cancelled,Standard,2025-08-09,
O029490,2025-08-02,P0163,W11,S037,2,144.24,Delivered,Standard,2025-08-08,2025-08-07
O029491,2025-08-02,P0289,W10,S016,1,127.78,Delivered,Standard,2025-08-07,2025-08-07
O029492,2025-08-02,P0246,W14,S011,1,134.41,Delivered,Same Day,2025-08-03,2025-08-03
O029493,2025-08-02,P0135,W14,S020,3,317.32,Cancelled,Same Day,2025-08-03,
O029494,2025-08-02,P0315,W09,S006,1,260.04,Delivered,Standard,2025-08-07,2025-08-07
O029495,2025-08-02,P0318,W09,S010,1,214.17,Cancelled,Standard,2025-08-10,
O029496,2025-08-02,P0234,W06,S010,6,171.91,Delivered,Standard,2025-08-06,2025-08-06
O029497,2025-08-02,P0285,W10,S008,8,167.2,Delivered,Standard,2025-08-07,2025-08-07
O029498,2025-08-02,P0268,W11,S009,1,189.26,Delivered,Standard,2025-08-07,2025-08-06
O029499,2025-08-02,P0271,W02,S009,2,171.17,Delivered,Standard,2025-08-08,2025-08-06
O029500,2025-08-02,P0051,W04,S013,3,35.58,Delivered,Standard,2025-08-08,2025-08-06
O029501,2025-08-02,P0210,W15,S030,1,146.28,Delivered,Express,2025-08-05,2025-08-05
O029502,2025-08-02,P0071,W09,S032,4,109.07,Delivered,Same Day,2025-08-03,2025-08-03
O029503,2025-08-02,P0134,W05,S014,4,191.27,Delivered,Express,2025-08-04,2025-08-03
O029504,2025-08-02,P0149,W11,S038,4,141.62,Delivered,Standard,2025-08-07,2025-08-07
O029505,2025-08-02,P0028,W05,S031,3,78.33,Delivered,Express,2025-08-05,2025-08-04
O029506,2025-08-02,P0133,W09,S007,5,170.61,Delivered,Standard,2025-08-07,2025-08-06
O029507,2025-08-02,P0192,W06,S017,3,71.87,Cancelled,Standard,2025-08-06,
O029508,2025-08-02,P0060,W04,S039,2,132.96,Delivered,Standard,2025-08-09,2025-08-08
O029509,2025-08-02,P0062,W13,S016,3,240.44,Delivered,Express,2025-08-06,2025-08-05
O029510,2025-08-02,P0029,W11,S017,3,7.23,Delivered,Standard,2025-08-08,2025-08-08
O029511,2025-08-02,P0289,W10,S015,6,127.78,Delivered,Standard,2025-08-07,2025-08-07
O029512,2025-08-02,P0120,W03,S024,2,155.1,Delivered,Express,2025-08-05,2025-08-05
O029513,2025-08-02,P0290,W11,S033,2,29.98,Delivered,Express,2025-08-04,2025-08-03
O029514,2025-08-02,P0067,W13,S020,2,252.4,Delivered,Express,2025-08-05,2025-08-03
O029515,2025-08-02,P0084,W09,S040,4,196.09,Delivered,Standard,2025-08-10,2025-08-18
O029516,2025-08-02,P0287,W07,S016,5,237.35,Returned,Standard,2025-08-10,2025-08-08
O029517,2025-08-02,P0019,W03,S039,3,211.02,Delivered,Standard,2025-08-06,2025-08-06
O029518,2025-08-02,P0300,W13,S028,1,146.26,Delivered,Standard,2025-08-08,2025-08-13
O029519,2025-08-02,P0033,W15,S028,2,165.8,Delivered,Express,2025-08-06,2025-08-06
O029520,2025-08-02,P0347,W15,S019,4,240.07,Delivered,Standard,2025-08-09,2025-08-08
O029521,2025-08-02,P0088,W15,S020,5,123.65,Delivered,Express,2025-08-06,2025-08-05
O029522,2025-08-02,P0074,W12,S002,5,245.47,Delivered,Standard,2025-08-09,2025-08-14
O029523,2025-08-02,P0042,W04,S033,4,341.05,Delivered,Standard,2025-08-10,2025-08-13
O029524,2025-08-02,P0248,W08,S033,1,248.33,Delivered,Standard,2025-08-10,2025-08-09
O029525,2025-08-02,P0112,W07,S010,1,330.68,Delivered,Standard,2025-08-08,2025-08-06
O029526,2025-08-02,P0266,W02,S023,4,288.94,Delivered,Standard,2025-08-06,2025-08-04
O029527,2025-08-02,P0232,W14,S004,1,153.59,Delivered,Standard,2025-08-09,2025-08-09
O029528,2025-08-02,P0125,W03,S025,1,223.61,Delivered,Standard,2025-08-07,2025-08-14
O029529,2025-08-02,P0332,W05,S015,1,271.79,Returned,Standard,2025-08-08,2025-08-08
O029530,2025-08-02,P0300,W15,S016,2,146.26,Delivered,Express,2025-08-05,2025-08-05
O029531,2025-08-02,P0187,W03,S028,3,243.1,Delivered,Standard,2025-08-08,2025-08-08
O029532,2025-08-02,P0120,W12,S012,2,155.1,Delivered,Standard,2025-08-07,2025-08-14
O029533,2025-08-02,P0365,W01,S030,6,9.85,Delivered,Standard,2025-08-10,2025-08-08
O029534,2025-08-02,P0392,W13,S018,3,112.98,Delivered,Standard,2025-08-10,2025-08-10
O029535,2025-08-02,P0175,W09,S002,3,251.95,Delivered,Standard,2025-08-07,2025-08-05
O029536,2025-08-02,P0238,W07,S034,1,312.37,Returned,Same Day,2025-08-03,2025-08-03
O029537,2025-08-02,P0055,W10,S023,3,287.75,Delivered,Standard,2025-08-06,2025-08-05
O029538,2025-08-02,P0123,W02,S039,1,240.85,Returned,Express,2025-08-04,2025-08-03
O029539,2025-08-02,P0005,W04,S029,4,67.48,Delivered,Standard,2025-08-08,2025-08-06
O029540,2025-08-02,P0329,W14,S036,3,253.87,Delivered,Standard,2025-08-09,2025-08-07
O029541,2025-08-02,P0171,W13,S027,1,222.45,Delivered,Express,2025-08-06,2025-08-06
O029542,2025-08-02,P0076,W06,S019,4,303.86,Delivered,Standard,2025-08-08,2025-08-08
O029543,2025-08-03,P0062,W04,S021,1,240.44,Delivered,Standard,2025-08-10,2025-08-08
O029544,2025-08-03,P0281,W11,S039,4,302.82,Delivered,Standard,2025-08-10,2025-08-08
O029545,2025-08-03,P0212,W12,S036,3,169.93,Returned,Standard,2025-08-11,2025-08-16
O029546,2025-08-03,P0354,W10,S032,5,287.69,Delivered,Express,2025-08-05,2025-08-05
O029547,2025-08-03,P0332,W11,S034,2,271.79,Delivered,Standard,2025-08-08,2025-08-07
O029548,2025-08-03,P0270,W03,S018,3,302.39,Delivered,Standard,2025-08-08,2025-08-06
O029549,2025-08-03,P0182,W06,S013,2,25.32,Delivered,Standard,2025-08-09,2025-08-08
O029550,2025-08-03,P0056,W05,S020,7,373.17,Cancelled,Standard,2025-08-09,
O029551,2025-08-03,P0053,W10,S023,1,49.75,Delivered,Standard,2025-08-10,2025-08-08
O029552,2025-08-03,P0336,W11,S034,1,220.89,Delivered,Standard,2025-08-08,2025-08-08
O029553,2025-08-03,P0178,W06,S039,3,47.95,Delivered,Standard,2025-08-08,2025-08-12
O029554,2025-08-03,P0256,W05,S011,5,107.79,Delivered,Express,2025-08-07,2025-08-05
O029555,2025-08-03,P0196,W07,S018,3,36.68,Delivered,Standard,2025-08-08,2025-08-07
O029556,2025-08-03,P0378,W11,S015,1,13.5,Cancelled,Express,2025-08-05,
O029557,2025-08-03,P0109,W13,S006,2,102.8,Delivered,Standard,2025-08-08,2025-08-06
O029558,2025-08-03,P0077,W03,S036,2,180.18,Delivered,Same Day,2025-08-04,2025-08-04
O029559,2025-08-03,P0380,W10,S027,4,303.21,Delivered,Standard,2025-08-07,2025-08-08
O029560,2025-08-03,P0286,W04,S003,1,309.74,Delivered,Same Day,2025-08-04,2025-08-04
O029561,2025-08-03,P0030,W03,S001,2,26.48,Delivered,Express,2025-08-07,2025-08-05
O029562,2025-08-03,P0211,W08,S027,3,83.54,Returned,Standard,2025-08-07,2025-08-11
O029563,2025-08-03,P0270,W05,S004,4,302.39,Delivered,Standard,2025-08-09,2025-08-09
O029564,2025-08-03,P0156,W07,S003,2,214.5,Delivered,Same Day,2025-08-04,2025-08-04
O029565,2025-08-03,P0100,W04,S032,1,88.42,Delivered,Express,2025-08-06,2025-08-04
O029566,2025-08-03,P0231,W10,S005,1,78.58,Delivered,Standard,2025-08-10,2025-08-16
O029567,2025-08-03,P0049,W13,S021,3,233.55,Delivered,Standard,2025-08-10,2025-08-10
O029568,2025-08-03,P0345,W14,S011,1,29.36,Delivered,Standard,2025-08-09,2025-08-08
O029569,2025-08-03,P0392,W05,S013,1,112.98,Delivered,Standard,2025-08-07,2025-08-05
O029570,2025-08-03,P0293,W13,S037,4,279.26,Delivered,Standard,2025-08-09,2025-08-08
O029571,2025-08-03,P0057,W02,S038,1,76.37,Cancelled,Express,2025-08-05,
O029572,2025-08-03,P0364,W05,S035,3,173.38,Delivered,Standard,2025-08-09,2025-08-09
O029573,2025-08-03,P0364,W15,S020,3,173.38,Delivered,Standard,2025-08-07,2025-08-07
O029574,2025-08-03,P0039,W06,S034,3,54.4,Delivered,Express,2025-08-05,2025-08-04
O029575,2025-08-03,P0211,W09,S022,2,83.54,Delivered,Standard,2025-08-09,2025-08-08
O029576,2025-08-03,P0334,W13,S022,4,160.29,Delivered,Express,2025-08-07,2025-08-07
O029577,2025-08-03,P0335,W11,S024,1,183.32,Delivered,Express,2025-08-06,2025-08-05
O029578,2025-08-03,P0373,W13,S017,3,347.29,Delivered,Same Day,2025-08-04,2025-08-04
O029579,2025-08-03,P0212,W05,S036,4,169.93,Delivered,Express,2025-08-07,2025-08-07
O029580,2025-08-03,P0394,W06,S032,2,246.54,Cancelled,Standard,2025-08-09,
O029581,2025-08-03,P0008,W11,S026,2,212.71,Delivered,Standard,2025-08-07,2025-08-05
O029582,2025-08-03,P0258,W05,S015,2,318.65,Delivered,Standard,2025-08-07,2025-08-15
O029583,2025-08-03,P0153,W03,S037,1,221.84,Delivered,Express,2025-08-07,2025-08-05
O029584,2025-08-03,P0162,W01,S013,6,104.2,Delivered,Standard,2025-08-07,2025-08-05
O029585,2025-08-03,P0310,W07,S005,1,193.43,Delivered,Standard,2025-08-11,2025-08-09
O029586,2025-08-03,P0157,W09,S008,2,250.69,Delivered,Standard,2025-08-07,2025-08-10
O029587,2025-08-03,P0295,W10,S025,1,182.14,Delivered,Standard,2025-08-11,2025-08-11
O029588,2025-08-03,P0356,W13,S021,1,146.46,Delivered,Standard,2025-08-07,2025-08-05
O029589,2025-08-03,P0130,W07,S005,1,133.25,Delivered,Standard,2025-08-10,2025-08-09
O029590,2025-08-03,P0144,W09,S012,4,130.41,Cancelled,Same Day,2025-08-04,
O029591,2025-08-03,P0279,W08,S015,4,25.4,Delivered,Same Day,2025-08-04,2025-08-04
O029592,2025-08-03,P0265,W02,S027,3,254.2,Delivered,Unknown,2025-08-04,2025-08-04
O029593,2025-08-03,P0177,W15,S003,1,354.06,Delivered,Standard,2025-08-11,2025-08-11
O029594,2025-08-03,P0071,W07,S002,5,109.07,Delivered,Standard,2025-08-10,2025-08-13
O029595,2025-08-03,P0045,W09,S002,4,376.55,Delivered,Standard,2025-08-10,2025-08-08
O029596,2025-08-03,P0280,W13,S037,1,108.57,Delivered,Same Day,2025-08-04,2025-08-04
O029597,2025-08-03,P0356,W04,S040,1,146.46,Delivered,Standard,2025-08-10,2025-08-08
O029598,2025-08-03,P0012,W03,S037,3,271.25,Cancelled,Standard,2025-08-10,
O029599,2025-08-03,P0266,W15,S012,3,288.94,Delivered,Standard,2025-08-08,2025-08-07
O029600,2025-08-03,P0119,W11,S039,1,246.13,Delivered,Standard,2025-08-11,2025-08-09
O029601,2025-08-03,P0088,W09,S029,1,123.65,Cancelled,Standard,2025-08-11,
O029602,2025-08-03,P0025,W05,S021,3,349.81,Delivered,Express,2025-08-07,2025-08-06
O029603,2025-08-03,P0353,W02,S026,1,291.03,Delivered,Standard,2025-08-09,2025-08-08
O029604,2025-08-03,P0396,W07,S030,1,93.52,Delivered,Standard,2025-08-07,2025-08-06
O029605,2025-08-03,P0233,W04,S006,1,250.14,Delivered,Standard,2025-08-09,2025-08-09
O029606,2025-08-03,P0095,W14,S017,1,311.48,Delivered,Express,2025-08-07,2025-08-05
O029607,2025-08-03,P0044,W04,S032,3,84.64,Delivered,Standard,2025-08-11,2025-08-11
O029608,2025-08-03,P0399,W07,S020,3,222.81,Delivered,Standard,2025-08-07,2025-08-07
O029609,2025-08-03,P0067,W04,S006,1,252.4,Delivered,Standard,2025-08-10,2025-08-08
O029610,2025-08-03,P0283,W11,S027,1,375.14,Delivered,Standard,2025-08-08,2025-08-09
O029611,2025-08-03,P0102,W10,S038,4,138.75,Cancelled,Standard,2025-08-11,
O029612,2025-08-03,P0001,W03,S008,3,79.08,Returned,Standard,2025-08-10,2025-08-09
O029613,2025-08-03,P0083,W12,S011,1,135.0,Delivered,Express,2025-08-07,2025-08-05
O029614,2025-08-03,P0267,W01,S027,2,42.03,Delivered,Standard,2025-08-11,2025-08-10
O029615,2025-08-03,P0316,W14,S028,2,170.69,Delivered,Standard,2025-08-10,2025-08-09
O029616,2025-08-03,P0015,W08,S033,3,268.05,Delivered,Express,2025-08-05,2025-08-05
O029617,2025-08-03,P0008,W01,S019,2,212.71,Delivered,Standard,2025-08-11,2025-08-19
O029618,2025-08-03,P0313,W14,S040,6,211.57,Cancelled,Standard,2025-08-11,
O029619,2025-08-03,P0046,W08,S016,2,158.95,Delivered,Standard,2025-08-07,2025-08-07
O029620,2025-08-03,P0174,W06,S039,2,235.9,Delivered,Standard,2025-08-07,2025-08-10
O029621,2025-08-03,P0188,W12,S032,3,242.2,Delivered,Express,2025-08-06,2025-08-05
O029622,2025-08-03,P0162,W12,S040,3,104.2,Delivered,Standard,2025-08-11,2025-08-17
O029623,2025-08-03,P0218,W14,S032,4,299.6,Delivered,Same Day,2025-08-04,2025-08-04
O029624,2025-08-03,P0153,W03,S016,3,221.84,Delivered,Standard,2025-08-11,2025-08-09
O029625,2025-08-03,P0094,W01,S004,3,153.08,Delivered,Standard,2025-08-07,2025-08-07
O029626,2025-08-03,P0109,W13,S025,3,102.8,Delivered,Standard,2025-08-11,2025-08-11
O029627,2025-08-03,P0182,W04,S012,1,25.32,Delivered,Standard,2025-08-07,2025-08-07
O029628,2025-08-03,P0286,W09,S015,3,309.74,Delivered,Express,2025-08-07,2025-08-05
O029629,2025-08-03,P0292,W01,S031,2,74.04,Delivered,Express,2025-08-06,2025-08-05
O029630,2025-08-03,P0329,W07,S026,2,253.87,Delivered,Standard,2025-08-09,2025-08-07
O029631,2025-08-03,P0191,W11,S013,2,354.13,Delivered,Express,2025-08-07,2025-08-05
O029632,2025-08-03,P0013,W07,S002,7,276.24,Delivered,Express,2025-08-05,2025-08-04
O029633,2025-08-03,P0021,W12,S020,1,157.93,Delivered,Standard,2025-08-10,2025-08-10
O029634,2025-08-03,P0186,W04,S015,3,174.48,Delivered,Express,2025-08-07,2025-08-05
O029635,2025-08-03,P0180,W11,S014,2,186.45,Delivered,Standard,2025-08-10,2025-08-09
O029636,2025-08-03,P0047,W01,S029,1,65.96,Cancelled,Standard,2025-08-07,
O029637,2025-08-03,P0250,W03,S011,4,354.95,Delivered,Express,2025-08-07,2025-08-07
O029638,2025-08-03,P0293,W10,S024,2,279.26,Delivered,Standard,2025-08-07,2025-08-07
O029639,2025-08-03,P0169,W12,S003,2,134.08,Delivered,Standard,2025-08-08,2025-08-07
O029640,2025-08-03,P0080,W06,S028,1,206.58,Delivered,Standard,2025-08-08,2025-08-16
O029641,2025-08-03,P0166,W03,S036,4,175.73,Delivered,Standard,2025-08-09,2025-08-09
O029642,2025-08-03,P0348,W02,S015,1,80.4,Delivered,Express,2025-08-06,2025-08-05
O029643,2025-08-03,P0015,W08,S030,1,268.05,Delivered,Standard,2025-08-11,2025-08-15
O029644,2025-08-03,P0169,W05,S012,4,134.08,Delivered,Express,2025-08-07,2025-08-05
O029645,2025-08-03,P0275,W01,S005,3,189.41,Delivered,Express,2025-08-05,2025-08-04
O029646,2025-08-03,P0377,W10,S011,1,174.67,Delivered,Standard,2025-08-11,2025-08-16
O029647,2025-08-03,P0091,W10,S013,6,309.55,Delivered,Standard,2025-08-10,2025-08-08
O029648,2025-08-03,P0392,W02,S033,2,112.98,Delivered,Standard,2025-08-07,2025-08-07
O029649,2025-08-03,P0245,W10,S018,3,18.73,Delivered,Standard,2025-08-10,2025-08-10
O029650,2025-08-03,P0317,W03,S026,3,109.82,Delivered,Standard,2025-08-10,2025-08-09
O029651,2025-08-03,P0022,W09,S001,1,274.29,Delivered,Standard,2025-08-11,2025-08-10
O029652,2025-08-03,P0360,W13,S011,1,104.24,Delivered,Standard,2025-08-09,2025-08-07
O029653,2025-08-03,P0120,W10,S004,1,155.1,Delivered,Express,2025-08-07,2025-08-05
O029654,2025-08-03,P0354,W04,S015,2,287.69,Delivered,Standard,2025-08-10,2025-08-09
O029655,2025-08-03,P0305,W03,S014,4,144.32,Delivered,Express,2025-08-05,2025-08-04
O029656,2025-08-03,P0227,W06,S018,4,184.09,Cancelled,Express,2025-08-05,
O029657,2025-08-03,P0072,W10,S003,5,217.49,Delivered,Express,2025-08-05,2025-08-04
O029658,2025-08-03,P0003,W12,S031,1,271.52,Delivered,Standard,2025-08-09,2025-08-08
O029659,2025-08-03,P0244,W03,S035,6,178.54,Delivered,Standard,2025-08-10,2025-08-12
O029660,2025-08-03,P0013,W02,S002,3,276.24,Delivered,Standard,2025-08-07,2025-08-10
O029661,2025-08-03,P0327,W12,S028,6,189.67,Delivered,Standard,2025-08-11,2025-08-11
O029662,2025-08-03,P0073,W03,S017,2,361.0,Delivered,Standard,2025-08-08,2025-08-08
O029663,2025-08-03,P0160,W07,S029,1,224.78,Delivered,Standard,2025-08-10,2025-08-10
O029664,2025-08-03,P0296,W04,S025,1,140.66,Delivered,Standard,2025-08-08,2025-08-07
O029665,2025-08-03,P0042,W15,S035,3,341.05,Delivered,Standard,2025-08-10,2025-08-10
O029666,2025-08-03,P0396,W03,S040,1,93.52,Delivered,Standard,2025-08-10,2025-08-08
O029667,2025-08-03,P0118,W07,S029,3,242.73,Delivered,Standard,2025-08-08,2025-08-07
O029668,2025-08-03,P0354,W15,S028,2,287.69,Delivered,Standard,2025-08-08,2025-08-06
O029669,2025-08-03,P0060,W09,S025,1,132.96,Delivered,Standard,2025-08-10,2025-08-10
O029670,2025-08-03,P0375,W07,S037,3,55.77,Delivered,Standard,2025-08-07,2025-08-09
O029671,2025-08-03,P0351,W01,S005,4,21.35,Delivered,Standard,2025-08-11,2025-08-18
O029672,2025-08-03,P0392,W05,S003,2,112.98,Delivered,Standard,2025-08-11,2025-08-10
O029673,2025-08-03,P0100,W07,S011,1,88.42,Delivered,Standard,2025-08-09,2025-08-09
O029674,2025-08-03,P0037,W10,S032,3,62.08,Delivered,Express,2025-08-06,2025-08-06
O029675,2025-08-03,P0255,W03,S022,3,33.96,Delivered,Standard,2025-08-08,2025-08-10
O029676,2025-08-03,P0122,W01,S009,1,157.12,Delivered,Standard,2025-08-08,2025-08-07
O029677,2025-08-03,P0207,W01,S004,1,39.06,Delivered,Standard,2025-08-10,2025-08-10
O029678,2025-08-03,P0267,W15,S012,2,42.03,Delivered,Standard,2025-08-10,2025-08-15
O029679,2025-08-03,P0160,W07,S028,4,224.78,Delivered,Standard,2025-08-11,2025-08-11
O029680,2025-08-03,P0211,W11,S011,2,83.54,Delivered,Standard,2025-08-07,2025-08-05
O029681,2025-08-03,P0033,W13,S017,2,165.8,Delivered,Express,2025-08-06,2025-08-06
O029682,2025-08-03,P0065,W04,S003,4,30.26,Delivered,Standard,2025-08-11,2025-08-10
O029683,2025-08-03,P0043,W01,S013,2,154.96,Delivered,Standard,2025-08-07,2025-08-07
O029684,2025-08-03,P0192,W03,S035,2,71.87,Cancelled,Standard,2025-08-09,
O029685,2025-08-03,P0304,W03,S002,3,292.41,Delivered,Standard,2025-08-07,2025-08-06
O029686,2025-08-03,P0398,W03,S007,1,267.52,Delivered,Express,2025-08-07,2025-08-05
O029687,2025-08-03,P0371,W04,S003,2,215.25,Delivered,Standard,2025-08-09,2025-08-09
O029688,2025-08-03,P0372,W11,S008,2,361.1,Delivered,Standard,2025-08-11,2025-08-12
O029689,2025-08-04,P0189,W02,S006,4,253.29,Delivered,Standard,2025-08-11,2025-08-09
O029690,2025-08-04,P0261,W02,S018,2,182.89,Returned,Standard,2025-08-08,2025-08-06
O029691,2025-08-04,P0140,W14,S024,1,21.08,Delivered,Express,2025-08-07,2025-08-13
O029692,2025-08-04,P0098,W03,S011,3,168.61,Delivered,Express,2025-08-08,2025-08-08
O029693,2025-08-04,P0274,W03,S010,1,95.95,Delivered,Express,2025-08-06,2025-08-05
O029694,2025-08-04,P0348,W05,S030,3,80.4,Delivered,Standard,2025-08-08,2025-08-06
O029695,2025-08-04,P0116,W11,S025,1,234.65,Cancelled,Standard,2025-08-08,
O029696,2025-08-04,P0127,W02,S033,1,138.23,Delivered,Express,2025-08-07,2025-08-07
O029697,2025-08-04,P0289,W13,S003,2,127.78,Delivered,Standard,2025-08-09,2025-08-09
O029698,2025-08-04,P0037,W15,S031,5,62.08,Delivered,Standard,2025-08-09,2025-08-12
O029699,2025-08-04,P0263,W05,S028,2,226.58,Delivered,Standard,2025-08-08,2025-08-16
O029700,2025-08-04,P0220,W15,S006,3,152.38,Delivered,Standard,2025-08-12,2025-08-11
O029701,2025-08-04,P0066,W03,S030,1,238.84,Delivered,Standard,2025-08-11,2025-08-09
O029702,2025-08-04,P0327,W03,S028,1,189.67,Returned,Express,2025-08-07,2025-08-06
O029703,2025-08-04,P0061,W13,S012,4,269.33,Cancelled,Standard,2025-08-12,
O029704,2025-08-04,P0341,W15,S022,3,33.39,Delivered,Standard,2025-08-12,2025-08-10
O029705,2025-08-04,P0042,W08,S017,2,341.05,Delivered,Standard,2025-08-12,2025-08-12
O029706,2025-08-04,P0387,W08,S018,5,25.79,Delivered,Standard,2025-08-12,2025-08-11
O029707,2025-08-04,P0003,W07,S026,4,271.52,Delivered,Standard,2025-08-10,2025-08-18
O029708,2025-08-04,P0285,W11,S040,1,167.2,Delivered,Standard,2025-08-11,2025-08-10
O029709,2025-08-04,P0156,W13,S034,3,214.5,Returned,Same Day,2025-08-05,2025-08-05
O029710,2025-08-04,P0311,W07,S021,1,6.16,Delivered,Standard,2025-08-11,2025-08-16
O029711,2025-08-04,P0335,W15,S016,3,183.32,Delivered,Express,2025-08-06,2025-08-06
O029712,2025-08-04,P0129,W06,S031,4,107.47,Delivered,Express,2025-08-06,2025-08-14
O029713,2025-08-04,P0376,W02,S026,4,298.16,Delivered,Same Day,2025-08-05,2025-08-05
O029714,2025-08-04,P0022,W05,S011,3,274.29,Delivered,Standard,2025-08-11,2025-08-14
O029715,2025-08-04,P0059,W10,S025,2,285.83,Delivered,Express,2025-08-07,2025-08-05
O029716,2025-08-04,P0145,W14,S013,4,351.94,Delivered,Standard,2025-08-12,2025-08-12
O029717,2025-08-04,P0147,W05,S038,3,288.28,Delivered,Standard,2025-08-11,2025-08-09
O029718,2025-08-04,P0333,W15,S031,2,165.14,Delivered,Standard,2025-08-10,2025-08-08
O029719,2025-08-04,P0036,W15,S032,3,25.57,Delivered,Standard,2025-08-08,2025-08-08
O029720,2025-08-04,P0336,W02,S004,2,220.89,Delivered,Express,2025-08-06,2025-08-05
O029721,2025-08-04,P0052,W15,S018,2,208.98,Delivered,Standard,2025-08-11,2025-08-09
O029722,2025-08-04,P0210,W10,S026,1,146.28,Delivered,Standard,2025-08-09,2025-08-08
O029723,2025-08-04,P0227,W10,S006,3,184.09,Delivered,Standard,2025-08-12,2025-08-11
O029724,2025-08-04,P0391,W08,S002,2,229.02,Delivered,Standard,2025-08-11,2025-08-11
O029725,2025-08-04,P0399,W05,S014,2,222.81,Delivered,Express,2025-08-06,2025-08-09
O029726,2025-08-04,P0044,W04,S013,1,84.64,Returned,Same Day,2025-08-05,2025-08-05
O029727,2025-08-04,P0043,W04,S016,2,154.96,Delivered,Standard,2025-08-10,2025-08-08
O029728,2025-08-04,P0248,W13,S007,1,248.33,Delivered,Standard,2025-08-12,2025-08-12
O029729,2025-08-04,P0029,W14,S038,1,7.23,Delivered,Standard,2025-08-09,2025-08-09
O029730,2025-08-04,P0339,W12,S022,2,78.85,Delivered,Standard,2025-08-10,2025-08-08
O029731,2025-08-04,P0252,W03,S029,2,151.75,Delivered,Standard,2025-08-08,2025-08-16
O029732,2025-08-04,P0100,W11,S015,1,88.42,Delivered,Express,2025-08-06,2025-08-07
O029733,2025-08-04,P0352,W15,S033,1,76.1,Delivered,Standard,2025-08-12,2025-08-10
O029734,2025-08-04,P0318,W06,S036,2,214.17,Delivered,Standard,2025-08-12,2025-08-12
O029735,2025-08-04,P0088,W09,S019,2,123.65,Delivered,Standard,2025-08-11,2025-08-17
O029736,2025-08-04,P0005,W09,S026,2,67.48,Delivered,Standard,2025-08-10,2025-08-09
O029737,2025-08-04,P0015,W02,S021,2,268.05,Delivered,Standard,2025-08-08,2025-08-07
O029738,2025-08-04,P0083,W13,S017,1,135.0,Delivered,Same Day,2025-08-05,2025-08-05
O029739,2025-08-04,P0001,W02,S028,5,79.08,Delivered,Standard,2025-08-09,2025-08-08
O029740,2025-08-04,P0071,W07,S028,1,109.07,Delivered,Standard,2025-08-08,2025-08-06
O029741,2025-08-04,P0320,W10,S030,1,195.89,Delivered,Express,2025-08-07,2025-08-06
O029742,2025-08-04,P0209,W11,S009,1,32.32,Delivered,Express,2025-08-08,2025-08-06
O029743,2025-08-04,P0038,W11,S013,2,4.81,Delivered,Standard,2025-08-08,2025-08-06
O029744,2025-08-04,P0266,W02,S036,1,288.94,Delivered,Express,2025-08-08,2025-08-06
O029745,2025-08-04,P0155,W10,S024,2,327.3,Delivered,Same Day,2025-08-05,2025-08-05
O029746,2025-08-04,P0089,W09,S014,1,79.58,Delivered,Standard,2025-08-09,2025-08-07
O029747,2025-08-04,P0020,W12,S022,2,42.29,Delivered,Express,2025-08-07,2025-08-06
O029748,2025-08-04,P0160,W06,S009,3,224.78,Delivered,Standard,2025-08-12,2025-08-10
O029749,2025-08-04,P0111,W12,S038,7,202.8,Delivered,Standard,2025-08-12,2025-08-11
O029750,2025-08-04,P0271,W13,S008,1,171.17,Delivered,Same Day,2025-08-05,2025-08-05
O029751,2025-08-04,P0061,W01,S020,2,269.33,Delivered,Standard,2025-08-08,2025-08-07
O029752,2025-08-04,P0172,W03,S015,3,225.41,Delivered,Standard,2025-08-09,2025-08-07
O029753,2025-08-04,P0183,W10,S034,1,25.76,Delivered,Standard,2025-08-10,2025-08-09
O029754,2025-08-04,P0361,W10,S016,6,247.56,Delivered,Standard,2025-08-09,2025-08-07
O029755,2025-08-04,P0048,W03,S004,1,286.46,Delivered,Standard,2025-08-10,2025-08-16
